i,c,n,s
1000276457,55745,HS#HSTECRP2812A,6777
1000221213,55746,HS#HSI  RC2607A,6448
1000306497,55748,BP#HSI  RP2904I,1676
1000306449,55751,BP#HSI  RP2904K,1678
1000272864,55753,DS#POMRTRP2807C,4911
1000282505,55756,SG#XPENGRP2812F,14364
1000221226,55761,UB#HSI  RC2607I,15867
1000221202,55763,UB#HSI  RC2608F,15881
1000221153,55764,UB#HSI  RC2608S,15888
1000237656,55771,HS#MTUANRP2712F,6841
1000306402,55773,BP#HKEX RP2806L,1373
1000306499,55774,BP#ALIBARP2810I,1329
1000306358,55786,GJ#HSI  RP28115,5517
1000272873,55787,UB#AKESORP2702A,15555
1000265262,55788,HS#HSI  RC2711D,6552
1000306407,55790,GJ#HSI  RP28116,5518
1000221250,55807,BP#HSI  RC2610E,1398
1000306514,55808,CI#HSI  RP2903H,3077
1000276346,55824,HS#HSI  RP28036,6657
1000237767,55825,JP#MTUANRP2711D,9400
1000306517,55826,HU#ALIBARP2809C,7626
1000306469,55827,HU#BAIDURC2612A,7628
1000306371,55828,HU#BAIDURP2812C,7631
1000221306,55829,SG#HSI  RC2609N,13581
1000291368,55830,SG#AKESORC2704B,13335
1000306420,55832,HU#XIAMIRC2701A,7760
1000221308,55838,SG#C MOBRC2610A,13416
1000282779,55846,DS#XIAMIRP2807A,4914
1000276268,55847,HS#HSTECRP2812B,6778
1000272781,55848,SG#POMRTRP2812P,14204
1000306369,55850,CT#HSI  RP28021,4137
1000295936,55851,UB#JDCOMRC2804F,16440
1000272782,55852,SG#POMRTRP2812Q,14205
1000291437,55857,SG#AKESORC2705A,13336
1000284379,55862,UB#XPENGRP2804D,16765
1000291520,55866,SG#HSI  RP2812Y,13958
1000306522,55867,MS#MTUANRP2812F,11995
1000260720,55869,SG#HUAHORC2609A,14049
1000260690,55872,SG#HSI  RC2802S,13796
1000306474,55873,MS#TENCTRP2811G,12023
1000306377,55874,MS#ALIBARP2810S,11758
1000265206,55875,UB#HSI  RC2802R,16089
1000306425,55876,MS#HSI  RP2902A,11957
1000265241,55877,UB#HSI  RC2708Z,15972
1000306523,55878,MS#HSI  RP2902B,11958
1000221290,55879,UB#HSI  RC2608M,15886
1000221361,55888,UB#HSI  RC2607N,15868
1000265364,55892,BI#HSI  RC2801H,443
1000248747,55896,SG#ALIBARC2607G,13341
1000265365,55900,DS#HSI  RC2708B,4814
1000265427,55901,DS#HSI  RC2802A,4822
1000272837,55905,JP#POMRTRP2807A,9468
1000265428,55912,GJ#HSI  RC2712E,5444
1000306478,55915,UB#ALIBARP2811H,15591
1000306381,55916,UB#SMIC RP2812L,16647
1000306479,55921,UB#CATL RP2812J,15667
1000295879,55923,UB#HSCEIRP2812B,15860
1000306382,55924,UB#YOFC RC2612E,16779
1000288501,55933,BP#HSI  RP2812R,1605
1000288445,55935,BP#HSI  RP2812C,1599
1000306384,55941,UB#HSI  RP2811Y,16334
1000295740,55942,MS#CLIFERP2805A,11772
1000302682,55947,UB#HSI  RP28105,16275
1000306432,55948,UB#HSI  RP2808V,16263
1000302741,55949,UB#HSI  RP2810U,16298
1000265338,55952,SG#ALIBARC2610A,13346
1000295822,55953,MS#HSBC RC2812A,11800
1000302623,55957,UB#HSI  RP2810I,16288
1000295956,55958,MS#PINANRP2704E,12008
1000295756,55960,MS#HKEX RP2812B,11788
1000306530,55964,UB#HSI  RP28024,16143
1000265339,55972,SG#HSI  RC2712I,13763
1000265401,55974,SG#HSI  RC2712O,13769
1000260726,55979,JP#AIA  RC2710G,8867
1000272843,55981,BP#POMRTRP2806I,1768
1000288563,55982,HS#HSI  RP2812A,6713
1000221453,55983,SG#BOCL RC2608A,13388
1000284391,55985,HS#XPENGRP2807D,7011
1000295959,55991,MS#HSTECRP2812F,11976
1000306520,55994,JP#HSI  RP2903R,9303
1000265375,55995,SG#HUAHORC2609D,14051
1000276347,55997,HS#ALIBARP2802I,6328
1000306490,56001,JP#HSI  RP2903T,9305
1000306441,56003,JP#BAIDURP2811B,8921
1000302661,56006,DS#HSI  RP2804X,4889
1000306491,56007,JP#AIA  RP2811D,8877
1000265374,56017,CI#HSI  RC2711E,2861
1000248662,56019,CT#MTUANRP2612E,4198
1000306442,56023,JP#ZIJINRC2701D,9623
1000302663,56025,HU#ALIBARP2805A,7623
1000306345,56026,JP#XIAMIRC2612F,9580
1000277661,56027,HS#HKEX RP2710C,6440
1000272767,56031,HS#POMRTRP2710D,6882
1000302727,56039,JP#HSI  RP2902R,9274
1000299772,56040,JP#HSBC RC2809L,9052
1000265377,56043,UB#HSI  RC2708U,15969
1000306492,56044,JP#BYD  RP2811D,8946
1000291455,56045,SG#ALIBARP2810H,13363
1000306443,56046,JP#HKEX RP2811B,9031
1000291320,56047,SG#KUASORP2812X,14100
1000291523,56048,SG#TENCTRP2812C,14285
1000291387,56049,SG#HKEX RP28129,13521
1000288515,56051,CT#HSI  RP2802U,4153
1000265440,56052,UB#HSI  RC2707O,15940
1000265348,56053,UB#HSI  RC27083,15953
1000265402,56054,BP#HSI  RC2808N,1455
1000221466,56056,UB#HSI  RC2608T,15889
1000221489,56057,UB#HSI  RC2607P,15869
1000306396,56060,JP#HSI  RP2903U,9306
1000282721,56068,MS#PINANRC2810B,12005
1000288517,56070,CT#HSTECRP2812C,4191
1000277663,56072,HS#XIAMIRP2812B,7002
1000306446,56073,SG#HSI  RP2902L,13973
1000306349,56075,SG#HSI  RP2904X,14020
1000306398,56077,SG#HSI  RP29049,14000
1000299658,56078,JP#SMIC RC2611A,9499
1000291430,56081,SG#BYD  RC2610B,13394
1000265449,56102,JP#HSI  RC2804L,9126
1000272926,56107,UB#POMRTRP2807I,16604
1000306413,56109,SG#HSTECRP2812K,14036
1000306510,56111,SG#HKEX RP2812M,13523
1000295821,56116,HS#PINANRP2802A,6869
1000306414,56117,SG#POMRTRC2612E,14185
1000299726,56134,UB#SMIC RC2610G,16632
1000306512,56142,SG#AIA  RC2706C,13326
1000299727,56145,UB#HUAHORC2609D,16391
1000299670,56146,UB#C MOBRC2809E,15653
1000299786,56147,UB#HSBC RC2809L,15841
1000306463,56150,SG#XIAMIRC2701J,14324
1000306366,56154,SG#YOFC RC2612E,14368
1000291431,56158,SG#MTUANRP2812F,14128
1000260843,56163,HS#BYD  RP2710G,6358
1000221608,56170,HS#HSI  RC2611X,6479
1000306359,56179,HS#SMIC RP2811G,6914
1000306409,56182,HS#ALIBARP2811I,6342
1000306505,56184,HS#MTUANRP2810C,6850
1000306456,56186,HS#BYD  RP2810A,6363
1000306360,56188,HS#HKEX RP2811A,6446
1000306410,56189,HS#TENCTRP2810F,6953
1000306457,56196,HS#TENCTRC2611U,6922
1000288678,56203,MS#KUASORP2812A,11978
1000288732,56205,MS#KUASORP2812B,11979
1000306361,56208,HS#AIA  RP2811C,6310
1000265445,56212,HS#HSI  RC2710O,6543
1000265415,56214,HS#HSI  RC2711F,6553
1000272925,56223,SG#HSI  RP2802P,13864
1000273034,56224,SG#HSI  RP2803V,13903
1000272979,56225,SG#HSI  RP2804P,13932
1000299688,56227,UB#HSBC RP2701D,15849
1000261030,56231,GJ#HSI  RC2712G,5446
1000265458,56241,DS#HSI  RC2712E,4819
1000265550,56243,DS#HSI  RC2708C,4815
1000265521,56246,DS#HSI  RC2710B,4817
1000284561,56247,HS#XIAMIRP2807E,6985
1000221700,56249,UB#BOCL RC2608A,15611
1000265491,56250,GJ#HSI  RC2712H,5447
1000265460,56251,GJ#HSI  RC2712J,5449
1000273020,56258,BP#TENCTRP2807A,1804
1000272966,56259,BP#TENCTRP2807B,1805
1000306412,56261,HS#HSI  RP2903W,6755
1000306645,56273,DS#HSI  RP2902I,4899
1000306685,56276,DS#HSI  RP2902J,4900
1000299625,56279,HS#CNOOCRP2704B,6417
1000299741,56280,HS#SMIC RC2610B,6900
1000248920,56281,SG#HSCEIRP2812A,13563
1000299684,56283,HS#HUAHORC2611B,6787
1000276675,56288,GJ#HSI  RP2804F,5496
1000261006,56289,HU#HSI  RC2710I,7678
1000306688,56295,HU#BYD  RC2610D,7632
1000306567,56296,HU#BYD  RP2803B,7635
1000306607,56297,HU#HKEX RP2812A,7652
1000306683,56301,CT#HSI  RP2803I,4160
1000272939,56304,JP#HSI  RP28043,9163
1000306564,56305,CT#HSI  RP27045,4134
1000288860,56308,SG#HSI  RP2803I,13890
1000272940,56309,JP#HSI  RP28046,9164
1000302798,56313,UB#BYD  RP2610A,15620
1000302885,56314,UB#TENCTRC2610O,16654
1000291298,56316,CT#HSTECRP2812D,4192
1000272945,56317,JP#POMRTRP2807B,9469
1000265462,56326,SG#HSI  RC2712V,13774
1000299687,56338,SG#C MOBRC2810G,13425
1000299629,56342,SG#AIA  RP2812K,13331
1000273052,56349,HS#TENCTRP2801E,6938
1000302889,56353,UB#HSI  RP2812G,16351
1000288863,56360,UB#CLIFERP2805C,15703
1000306578,56365,GJ#HSI  RP2811P,5536
1000299813,56367,SG#HSBC RC2809I,13549
1000295923,56371,SG#CNOOCRP2705C,13477
1000238200,56377,GJ#HSI  RC27091,5389
1000302883,56379,JP#BAIDURP2810A,8919
1000299699,56380,SG#SMIC RC2610B,14229
1000295789,56382,SG#ZIJINRP2812H,14378
1000253008,56385,HS#JDCOMRP2802A,6808
1000299815,56388,SG#HUAHORC2612A,14059
1000302753,56390,JP#CLIFERP2811A,8981
1000273158,56392,GJ#HSI  RP2803M,5476
1000273211,56393,GJ#HSI  RP2803N,5477
1000277857,56394,SG#XIAMIRP28128,14334
1000306579,56398,JP#HSI  RC2809C,9137
1000306619,56402,JP#HSI  RC2809Q,9141
1000306661,56403,JP#HSI  RC2809T,9142
1000299701,56406,SG#CLIFERC2711C,13455
1000299702,56416,SG#CATL RC2611A,13437
1000306662,56419,JP#HSI  RP2901A,9241
1000299818,56425,SG#POMRTRC2701D,14187
1000238118,56435,CT#HSI  RC2707J,4095
1000261160,56440,UB#AIA  RC2610I,15543
1000265562,56443,UB#ALIBARC2607B,15557
1000261047,56444,UB#BYD  RP2802P,15625
1000261161,56445,UB#BYD  RP2802Q,15626
1000261086,56446,UB#HSBC RC2804B,15832
1000273163,56448,UB#TENCTRP2808A,16678
1000273216,56449,UB#TENCTRP2808B,16679
1000265531,56452,UB#ALIBARC2607C,15558
1000238247,56456,SG#ALIBARC2607E,13339
1000265471,56460,UB#HSI  RC2707P,15941
1000273165,56462,UB#HSI  RP2803T,16196
1000273218,56463,UB#HSI  RP2803U,16197
1000299940,56465,BI#TENCTRP2812E,532
1000265563,56466,UB#HSI  RC2802E,16080
1000299919,56468,BI#SMIC RC2612P,521
1000265532,56469,UB#HSI  RC2802I,16084
1000265503,56470,UB#HSI  RC2707Q,15942
1000299993,56471,BI#HUAHORC2612F,503
1000273112,56472,UB#HSI  RP28037,16178
1000273273,56474,UB#HSI  RP2803K,16188
1000273166,56477,UB#HSI  RP2803R,16194
1000306679,56478,UB#BAIDURP2811B,15606
1000288855,56484,HS#ALIBARP2807F,6329
1000288747,56492,HS#ALIBARP2808F,6330
1000265497,56494,BP#HSI  RC2808Y,1463
1000306559,56497,UB#HKEX RP2812L,15817
1000302808,56499,HS#HSI  RP2903R,6751
1000249216,56503,JP#HSI  RC2708M,9088
1000273174,56505,CT#HSI  RC2609O,4088
1000273227,56506,CT#HSI  RP2612Y,4129
1000265559,56517,HS#HSI  RC2711G,6554
1000273125,56534,SG#HSBC RC2606B,13533
1000273180,56536,SG#TENCTRP2812Y,14307
1000265540,56544,HS#HSI  RC2710R,6544
1000265473,56548,CI#HSI  RC2802D,2866
1000291718,56551,BI#TENCTRP2812C,530
1000278081,56553,MS#BYD  RP2807A,11768
1000273289,56554,SG#HSI  RP2802Y,13871
1000265475,56556,CI#HSI  RC2805Y,2897
1000273182,56558,SG#HSI  RP2803Q,13898
1000273235,56561,SG#HSI  RP28023,13842
1000306561,56563,UB#HSI  RP2810F,16285
1000306601,56565,UB#HSI  RP28087,16240
1000296109,56569,JP#CATL RC2609C,8952
1000306546,56582,BI#HUAHORC2612T,509
1000265482,56588,JP#HSI  RC2804P,9128
1000288662,56593,JP#MTUANRP2812E,9425
1000299894,56594,SG#HSBC RC2803H,13542
1000278020,56597,MS#HSTECRP2712D,11972
1000238230,56599,UB#CCB  RC2709A,15674
1000273295,56602,HS#TENCTRP2803B,6942
1000291727,56610,GJ#HSI  RP2804L,5502
1000261068,56617,JP#BYD  RP2804A,8934
1000261108,56622,JP#HSBC RC2807A,9047
1000273139,56624,HS#HSI  RP2804P,6700
1000273299,56625,HS#HSI  RP2804N,6698
1000306550,56627,CI#HSI  RP2903J,3078
1000302805,56628,GJ#HSI  RP2811D,5525
1000265692,56630,MS#MTUANRP2801A,11989
1000265622,56632,GJ#HSI  RC2712V,5458
1000299967,56633,BP#HSBC RC2805R,1390
1000306637,56637,SG#ALIBARP2810Q,13369
1000261185,56639,JP#BYD  RP2804B,8935
1000299969,56640,BP#SMIC RC2609B,1773
1000265693,56642,SG#HSI  RC28039,13802
1000299857,56643,BP#HUAHORC2609A,1703
1000261196,56645,MS#BYD  RP2801A,11765
1000306556,56648,SG#YOFC RP2812D,14371
1000261264,56652,MS#HSBC RC2804A,11797
1000222060,56660,JP#CCB  RC2608A,8958
1000273143,56661,JP#POMRTRP2807C,9470
1000299897,56664,JP#XIAMIRP2810J,9607
1000273198,56666,JP#HSI  RP2804P,9168
1000291601,56671,CT#HSI  RP28048,4169
1000278027,56672,UB#TENCTRP2809B,16683
1000291723,56673,CT#HSI  RP28056,4179
1000276627,56676,SG#HSI  RP2802K,13859
1000288872,56678,CT#HSI  RP2802W,4155
1000273144,56681,JP#HSI  RP2804W,9170
1000273306,56682,JP#HSI  RP2804X,9171
1000278090,56683,UB#HKEX RP2806B,15807
1000265639,56686,UB#ALIBARC2607D,15559
1000261303,56688,SG#BYD  RP2812S,13408
1000261268,56690,SG#BYD  RP2812T,13409
1000277965,56694,UB#JDCOMRP2808A,16455
1000306611,56699,BP#HSI  RP2902U,1623
1000265640,56703,UB#ALIBARC2607E,15560
1000306652,56706,BP#HSI  RP2902W,1624
1000306532,56709,BP#HSI  RP2902Y,1626
1000299975,56711,UB#SMIC RC2610H,16633
1000299863,56712,UB#AIA  RP2812E,15549
1000277966,56718,UB#LIAUTRP2612D,16482
1000273316,56719,MS#HSI  RP2704F,11877
1000273363,56720,MS#HSI  RP2703A,11875
1000273461,56724,MS#HSI  RP2703B,11876
1000299864,56726,UB#CLIFERC2807C,15693
1000299939,56727,UB#ZIJINRP2812L,16795
1000306573,56730,BP#TENCTRC2611L,1797
1000261211,56731,BP#BYD  RP2803C,1337
1000284669,56733,UB#BAIDURC2612F,15602
1000222167,56734,MS#HSBC RC2611A,11789
1000261289,56735,UB#BYD  RP2804A,15627
1000288883,56739,SG#MTUANRP2812B,14125
1000288928,56740,SG#TENCTRP2812N,14296
1000306654,56742,BP#BAIDURC2611A,1334
1000261290,56745,UB#CCB  RC2707B,15671
1000261326,56752,UB#BYD  RP2804B,15628
1000306655,56754,HS#HSI  RP2904G,6764
1000306535,56756,HS#HSI  RP2904H,6765
1000265709,56760,UB#HSI  RC27078,15931
1000265610,56761,UB#HSI  RC2710Y,16023
1000291660,56769,BP#HSI  RP2812U,1608
1000306536,56772,HS#HSI  RP2904K,6766
1000306616,56775,HS#XIAMIRP2811H,6999
1000306657,56776,HS#XIAMIRC2701B,6973
1000265666,56784,DS#HSI  RC2712F,4820
1000302985,56797,BI#HSI  RP2804V,496
1000306658,56810,HS#AIA  RP2811D,6311
1000306539,56811,HS#ALIBARP2811J,6343
1000291565,56827,HS#BYD  RC2610C,6354
1000291749,56830,HS#TENCTRP2808G,6947
1000278069,56832,BP#HKEX RP2806F,1372
1000302959,56833,HU#BAIDURP2812A,7629
1000291688,56840,MS#TENCTRP2812D,12025
1000291751,56843,MS#TENCTRP2812E,12026
1000278070,56849,BP#BYD  RP2806F,1343
1000291628,56850,MS#BYD  RC2610A,11764
1000291567,56855,MS#HSI  RP2712Q,11880
1000276686,56858,UB#ALIBARP2808I,15579
1000306584,56860,SG#HSI  RP2903Z,13991
1000306624,56861,SG#HSI  RP2902H,13969
1000276740,56863,UB#HSTECRP2812C,16376
1000265612,56869,HS#HSI  RC2711I,6555
1000276579,56870,UB#HSTECRP2812D,16377
1000238479,56873,SG#C MOBRC2710C,13417
1000238506,56874,SG#C MOBRC2710D,13418
1000273435,56884,SG#MTUANRC2702A,14113
1000261298,56887,JP#BYD  RP2804D,8936
1000306545,56889,SG#HSI  RP2902N,13974
1000296080,56893,UB#C MOBRP2704A,15654
1000249462,56911,BP#XIAMIRP2801A,1816
1000296179,56913,UB#CATL RC2609C,15659
1000273383,56929,HS#HSI  RP2803Z,6679
1000249703,56930,BP#HSTECRP2901D,1693
1000249545,56931,BP#HSTECRP2901E,1694
1000306731,56936,CT#HSI  RC27076,4094
1000261438,56939,UB#BYD  RP2804C,15629
1000273384,56941,HS#HSI  RP2803D,6663
1000284892,56951,BP#INBIORP2702C,1715
1000265805,56954,UB#HSI  RC27081,15952
1000265776,56955,UB#HSI  RC2807A,16119
1000273424,56956,BP#HSI  RP28041,1556
1000265747,56957,UB#HSI  RC2807B,16120
1000284811,56960,BP#XIAMIRP2806K,1823
1000273330,56961,BP#HSI  RP2804Q,1571
1000273378,56962,BP#HSI  RP2804R,1572
1000289041,56963,JP#ZIJINRP2801B,9626
1000249631,56964,JP#XIAMIRP2712M,9585
1000288998,56968,JP#TENCTRP2812D,9561
1000276743,56969,UB#HSI  RP2808Z,16267
1000276635,56971,UB#HSI  RP28081,16235
1000288909,56972,JP#SENTMRP2611A,9494
1000276689,56974,UB#HSI  RP28082,16236
1000300008,56977,UB#SMIC RC2610I,16634
1000265721,56980,GJ#HSI  RC2712Z,5461
1000276581,56982,UB#HSI  RP28083,16237
1000303001,56990,HS#TENCTRC2701D,6927
1000265749,56997,HU#HSI  RC2712D,7683
1000265722,57000,HU#HSI  RC2712E,7684
1000282809,57005,JP#TENCTRP2810D,9547
1000249649,57007,SG#BYD  RP2812C,13405
1000249728,57008,SG#XIAMIRP2812A,14336
1000222502,57026,UB#CCB  RC2607A,15668
1000253346,57027,HS#BYD  RP2711B,6361
1000278053,57031,HS#KUASORP2712F,6817
1000261409,57033,BP#HSBC RC2803B,1381
1000306716,57034,JP#XIAMIRP2812E,9612
1000306815,57036,JP#HKEX RP2812J,9036
1000289164,57039,MS#TENCTRP2812B,12024
1000261446,57040,HS#HKEX RP2706E,6438
1000265779,57044,DS#HSI  RC2712G,4821
1000306864,57047,JP#BYD  RC2612D,8929
1000306767,57049,JP#HUAHORC2612D,9342
1000306717,57051,JP#SENTMRC2612B,9493
1000249734,57053,SG#MTUANRP2812C,14126
1000273406,57057,UB#HSI  RP2803Y,16201
1000273502,57059,UB#HSI  RP28021,16140
1000273455,57060,UB#HSI  RP28031,16172
1000276747,57063,UB#ALIBARP2808J,15580
1000273360,57064,UB#HSI  RP28026,16145
1000273407,57069,UB#HSI  RP2802V,16169
1000303036,57072,HS#HSI  RP29027,6717
1000296147,57076,SG#HSI  RP2904H,14007
1000300077,57077,SG#SMIC RC2611C,14232
1000249500,57080,SG#HSTECRP2812A,14032
1000273353,57082,HS#POMRTRP2712A,6887
1000265815,57087,HS#HSI  RC2711L,6556
1000276639,57100,UB#HSI  RP28084,16238
1000261394,57108,JP#WUXI RC2607A,9570
1000291693,57111,JP#HSTECRP2812F,9323
1000261364,57112,JP#CCB  RC2709D,8961
1000289067,57113,DS#HSI  RP2804V,4887
1000296051,57116,SG#CATL RC2610D,13436
1000289201,57122,DS#HSI  RP2804W,4888
1000300119,57126,HS#CLIFERC2712D,6404
1000291765,57127,JP#HSTECRP2812G,9324
1000276636,57132,CT#HSI  RP28044,4165
1000276691,57136,CT#HSI  RP28046,4167
1000300120,57137,HS#SMIC RC2611C,6904
1000273662,57149,BI#HSI  RP28034,448
1000284827,57150,HS#XIAMIRP2808B,6987
1000291581,57156,JP#HSCEIRP2812A,9068
1000273563,57162,MS#TENCTRP2806B,12016
1000306870,57165,SG#XIAMIRC2701K,14325
1000306773,57166,SG#XIAMIRC2701L,14326
1000306723,57171,SG#XIAMIRC2612O,14320
1000249666,57173,UB#ALIBARP2802B,15570
1000302938,57174,SG#KUASORP28126,14093
1000273564,57175,MS#HSI  RP2804Y,11918
1000306822,57176,SG#XIAMIRP2812R,14353
1000291582,57177,JP#HSI  RP2811X,9214
1000249589,57182,UB#HSTECRP2712I,16373
1000296139,57185,BP#HSI  RP2903X,1658
1000276590,57193,JP#TENCTRP2809A,9540
1000261569,57195,SG#CCB  RC2808C,13444
1000265759,57196,SG#HSI  RC2802Q,13794
1000296091,57197,BP#HSI  RP29037,1633
1000261495,57199,SG#ICBC RC2808B,14070
1000265818,57201,SG#HSI  RC2712R,13771
1000296043,57202,BP#HSI  RP2903A,1636
1000265774,57211,SG#MTUANRP28122,14117
1000284788,57219,JP#XIAMIRP2809G,9597
1000306774,57220,SG#ALIBARP2810T,13372
1000238648,57221,UB#C MOBRC2710D,15648
1000238718,57223,UB#C MOBRC2710E,15649
1000238754,57224,UB#HKEX RC2709E,15788
1000261540,57226,HS#BYD  RP2710H,6359
1000289100,57230,BP#TENCTRP2807R,1811
1000261491,57235,HS#HUAHORC2610A,6784
1000291768,57237,JP#BYD  RC2608I,8927
1000238686,57240,UB#HSBC RC2704E,15823
1000291645,57242,JP#TENCTRP2811F,9555
1000306872,57245,SG#SENTMRC2701B,14225
1000300220,57260,UB#GANFERP2710A,15762
1000291646,57262,JP#ALIBARP2812K,8908
1000291585,57266,JP#KUASORP2812E,9384
1000306860,57268,HU#SMIC RC2612A,7750
1000291770,57272,JP#HKEX RP2812G,9034
1000306712,57274,HU#YOFC RC2612D,7767
1000300154,57277,UB#BYD  RP2812K,15636
1000273617,57281,JP#HSI  RP2808G,9180
1000306812,57282,HU#YOFC RP2712C,7769
1000306861,57283,HU#HUAHORC2711A,7731
1000306713,57287,HU#XIAMIRC2701B,7761
1000265927,57289,UB#HSI  RC2807C,16121
1000291647,57290,JP#MTUANRP2811C,9421
1000276762,57305,HS#HSI  RP2804G,6693
1000273619,57307,JP#TENCTRP2808F,9533
1000302976,57313,UB#HSI  RP28123,16338
1000273559,57314,JP#TENCTRP2808G,9534
1000273746,57317,JP#TENCTRP2808H,9535
1000300223,57318,UB#XIAMIRC2701H,16732
1000276652,57322,HS#HSI  RP2803H,6667
1000273560,57326,JP#TENCTRP2808J,9536
1000273696,57331,JP#ALIBARP2808G,8888
1000265904,57336,UB#HSI  RC2802H,16083
1000273632,57337,JP#ALIBARP2808H,8889
1000273508,57340,JP#HKEX RP2707J,9022
1000265877,57341,UB#HSI  RC27089,15957
1000306843,57348,MS#ALIBARC2611C,11744
1000306695,57354,MS#XIAMIRC2701A,12031
1000276763,57361,HS#HSI  RP28045,6684
1000303148,57367,CT#HSI  RP2811C,4185
1000265843,57373,GJ#HSI  RC27125,5440
1000276653,57374,HS#HSI  RP2803B,6661
1000289115,57382,HS#TENCTRP2807G,6943
1000303074,57383,GJ#HSI  RP2811G,5528
1000303130,57396,GJ#HSI  RP2811B,5523
1000303200,57399,BI#HSI  RP28049,483
1000265861,57409,MS#PINANRC2710J,12003
1000273515,57413,SG#ALIBARP28104,13352
1000273704,57414,SG#ALIBARP28105,13353
1000303127,57415,CI#HSI  RP2807W,2996
1000273641,57426,SG#HSI  RP2712W,13839
1000273579,57428,SG#HSI  RP2803Y,13906
1000273517,57430,SG#HSI  RP2803Z,13907
1000273706,57431,SG#HSI  RP28034,13876
1000289210,57434,UB#ZIJINRP2812B,16789
1000273642,57441,SG#HSI  RP28032,13874
1000273580,57444,SG#HSI  RP2803D,13885
1000261613,57446,SG#BYD  RP2812U,13410
1000289121,57455,UB#TENCTRP2812D,16692
1000306845,57456,BI#BYD  RC2612G,373
1000291758,57458,UB#KUASORP2812D,16471
1000265906,57460,BP#PINANRC2709L,1750
1000276708,57463,HS#TENCTRP2802G,6941
1000303097,57470,MS#TENCTRC2612B,12014
1000300229,57479,JP#CLIFERC2811A,8978
1000261617,57483,UB#BYD  RP2804D,15630
1000278126,57489,JP#HKEX RP2812B,9033
1000265935,57491,HS#HSI  RC2710E,6540
1000261583,57492,UB#BYD  RP2804E,15631
1000306804,57498,UB#ALIBARC2611S,15564
1000303208,57501,MS#HSI  RP2812B,11940
1000249823,57503,HS#XIAMIRP2710C,6976
1000303098,57504,MS#HSI  RP2811X,11936
1000265856,57511,HS#PINANRC2711M,6867
1000265910,57512,HS#ALIBARC2610A,6313
1000276784,57514,HS#SMIC RP2712G,6910
1000306853,57515,UB#ALIBARP2810W,15585
1000306756,57516,UB#PETCHRC2810B,16557
1000273599,57521,UB#HSI  RP2808G,16248
1000278175,57525,JP#PINANRC2807I,9451
1000296319,57527,SG#TENCTRP2812H,14290
1000296360,57532,SG#CATL RC2609D,13432
1000306707,57533,UB#ZIJINRC2611B,16787
1000291760,57534,UB#HSI  RP2811U,16330
1000306806,57535,UB#HUAHORC2612F,16402
1000265911,57536,JP#MTUANRP2807A,9413
1000273589,57539,CI#HSI  RP2802B,2951
1000306855,57542,UB#YOFC RP2812D,16782
1000249783,57553,UB#XIAMIRP2802A,16734
1000291576,57558,UB#TENCTRP2812J,16695
1000291698,57563,UB#TENCTRP2812K,16696
1000265860,57568,JP#PINANRC2807B,9447
1000300132,57571,HS#C MOBRC2807A,6376
1000273648,57576,BP#HSI  RP2804Y,1574
1000276785,57581,HS#ALIBARP2711R,6324
1000303142,57584,BP#HSI  RP29041,1661
1000303217,57585,BP#HSI  RP2904Y,1691
1000300133,57588,HS#AIA  RP2811A,6308
1000306803,57589,HS#XIAMIRC2701C,6974
1000306851,57591,HS#ZIJINRC2701B,7018
1000306754,57592,HS#ALIBARP2811K,6344
1000291633,57598,SG#HSI  RP2804K,13927
1000291573,57599,SG#HSTECRP28129,14031
1000306705,57600,HS#ALIBARC2701A,6315
1000273715,57602,BP#HSI  RP2804Z,1575
1000291757,57605,SG#HSCEIRP2812I,13566
1000273650,57606,BP#HSI  RP28046,1558
1000296237,57608,HS#CATL RC2611B,6386
1000273588,57612,BP#HSI  RP28048,1560
1000273526,57619,BP#HSI  RP2804I,1565
1000306988,57624,GJ#HSI  RC2809B,5462
1000285074,57626,JP#HKEX RC2805F,9015
1000284939,57632,JP#AIA  RC2810A,8870
1000303181,57657,HS#TENCTRC2701E,6928
1000273533,57665,HS#TENCTRP2802F,6940
1000223095,57666,SG#CNOOCRC2611D,13469
1000250049,57673,CT#XIAMIRP2612M,4205
1000303182,57677,HS#TENCTRC2701F,6929
1000239120,57680,UB#MTUANRP2712T,16501
1000303220,57687,HS#HSI  RP2903U,6753
1000307037,57690,DS#HSI  RC2811W,4834
1000273631,57691,HS#HSI  RP2804R,6702
1000239107,57692,UB#HSBC RC2703A,15820
1000261819,57693,SG#BYD  RP2812V,13411
1000306986,57694,DS#HSI  RC2811N,4833
1000273507,57699,HS#HSI  RP2804T,6704
1000291710,57702,SG#BAIDURP2812F,13385
1000266033,57705,SG#HKEX RP2812Q,13526
1000273939,57709,GJ#HSI  RP2803V,5479
1000266071,57715,SG#PINANRC2710V,14178
1000273900,57719,GJ#HSI  RP2803W,5480
1000291773,57721,SG#TENCTRP2812W,14305
1000303194,57722,HS#HSI  RP2903V,6754
1000303088,57723,UB#KUASORP2812L,16476
1000278165,57730,SG#LIAUTRP2812D,14106
1000278216,57731,SG#PINANRC2810A,14179
1000249981,57741,SG#XIAMIRP2812B,14337
1000300323,57743,JP#HUAHORC2611D,9336
1000296334,57745,UB#TENCTRP2812R,16698
1000303212,57746,UB#HSI  RP28046,16206
1000306992,57749,JP#ALIBARP2812N,8910
1000276777,57753,BP#HSI  RP2803E,1550
